File,Execution Time [sec],Audio Length [sec]
output_1.txt,19.267,23.505
output_1.txt,2.515,2.96
output_1.txt,15.717,19.09
output_1.txt,10.607,12.66
output_1.txt,8.478,10.275
output_1.txt,11.641,14.17
output_1.txt,5.68,6.915
output_1.txt,5.327,6.39
output_1.txt,12.216,14.82
output_1.txt,2.864,3.435
output_1.txt,4.287,5.24
output_1.txt,4.098,4.985
output_1.txt,3.0,3.59
output_1.txt,9.839,12.07
output_1.txt,4.209,5.14
output_1.txt,4.548,5.515
output_1.txt,14.441,17.415
output_1.txt,6.369,7.72
output_1.txt,7.543,9.21
output_1.txt,8.69,10.515
output_1.txt,2.808,3.405
output_1.txt,5.538,6.665
output_1.txt,2.135,2.61
output_1.txt,2.195,2.675
output_1.txt,4.456,5.44
output_1.txt,13.9,16.91
output_1.txt,6.553,7.93
output_1.txt,14.926,18.145
output_1.txt,3.032,3.68
output_1.txt,4.825,5.89
output_10.txt,12.023,14.65
output_10.txt,13.827,16.595
output_10.txt,2.762,3.345
output_10.txt,6.764,8.23
output_10.txt,7.286,8.875
output_10.txt,3.688,4.395
output_10.txt,8.879,10.815
output_10.txt,5.263,6.41
output_10.txt,7.019,8.485
output_10.txt,2.449,2.97
output_10.txt,4.028,4.855
output_10.txt,16.416,19.91
output_10.txt,8.024,9.645
output_10.txt,3.743,4.445
output_10.txt,4.612,5.6
output_10.txt,9.635,11.65
output_10.txt,2.402,2.885
output_10.txt,12.463,15.03
output_10.txt,1.748,2.15
output_10.txt,6.943,8.415
output_10.txt,5.064,6.165
output_10.txt,7.584,9.205
output_10.txt,5.388,6.56
output_10.txt,2.941,3.525
output_10.txt,14.52,17.64
output_10.txt,3.273,3.91
output_10.txt,4.085,4.905
output_10.txt,3.649,4.395
output_10.txt,5.43,6.565
output_10.txt,3.649,4.49
output_11.txt,11.821,14.24
output_11.txt,3.652,4.39
output_11.txt,24.867,30.04
output_11.txt,11.077,13.34
output_11.txt,2.794,3.345
output_11.txt,12.424,15.11
output_11.txt,9.016,10.9
output_11.txt,2.346,2.78
output_11.txt,2.488,3.005
output_11.txt,10.361,12.54
output_11.txt,4.174,5.07
output_11.txt,1.75,2.065
output_11.txt,4.166,5.08
output_11.txt,6.601,7.95
output_11.txt,5.141,6.155
output_11.txt,5.743,6.905
output_11.txt,4.615,5.555
output_11.txt,4.339,5.35
output_11.txt,1.939,2.36
output_11.txt,7.13,8.69
output_11.txt,4.779,5.825
output_11.txt,5.814,6.99
output_11.txt,5.212,6.315
output_11.txt,9.861,12.025
output_11.txt,11.718,14.175
output_11.txt,3.297,3.995
output_11.txt,3.209,3.87
output_11.txt,2.992,3.64
output_11.txt,5.105,6.195
output_11.txt,7.833,9.575
output_12.txt,19.346,23.06
output_12.txt,15.319,18.545
output_12.txt,8.101,9.76
output_12.txt,13.378,15.995
output_12.txt,1.98,2.375
output_12.txt,4.379,5.3
output_12.txt,25.63,30.615
output_12.txt,2.997,3.595
output_12.txt,13.011,15.875
output_12.txt,7.115,8.605
output_12.txt,2.024,2.39
output_12.txt,5.386,6.44
output_12.txt,6.979,8.505
output_12.txt,6.047,7.26
output_12.txt,10.22,12.21
output_12.txt,9.789,11.945
output_12.txt,7.605,9.225
output_12.txt,3.492,4.215
output_12.txt,12.348,15.03
output_12.txt,2.127,2.555
output_12.txt,4.028,4.815
output_12.txt,1.73,2.11
output_12.txt,7.207,8.865
output_12.txt,11.459,13.79
output_12.txt,2.496,2.985
output_12.txt,12.383,14.945
output_12.txt,1.962,2.415
output_12.txt,2.779,3.39
output_12.txt,5.985,7.2
output_12.txt,5.279,6.48
output_13.txt,2.023,2.4
output_13.txt,14.09,17.285
output_13.txt,24.907,30.04
output_13.txt,10.613,12.835
output_13.txt,5.97,7.055
output_13.txt,3.357,4.045
output_13.txt,12.185,14.82
output_13.txt,4.023,4.865
output_13.txt,2.432,2.97
output_13.txt,6.718,8.13
output_13.txt,10.061,12.255
output_13.txt,8.715,10.585
output_13.txt,3.821,4.67
output_13.txt,1.679,2.02
output_13.txt,3.929,4.76
output_13.txt,6.779,8.23
output_13.txt,2.485,3.03
output_13.txt,4.516,5.45
output_13.txt,2.689,3.2
output_13.txt,3.368,4.12
output_13.txt,7.59,9.225
output_13.txt,5.338,6.455
output_13.txt,2.258,2.74
output_13.txt,7.287,8.865
output_13.txt,2.15,2.565
output_13.txt,15.344,18.56
output_13.txt,14.933,18.145
output_13.txt,4.113,4.99
output_13.txt,2.587,3.145
output_13.txt,2.45,2.935
output_14.txt,5.47,6.625
output_14.txt,1.955,2.355
output_14.txt,11.134,13.43
output_14.txt,11.905,14.395
output_14.txt,10.636,12.66
output_14.txt,4.735,5.655
output_14.txt,4.179,5.0
output_14.txt,6.145,7.38
output_14.txt,8.906,10.815
output_14.txt,4.137,4.995
output_14.txt,7.758,9.565
output_14.txt,8.781,10.6
output_14.txt,5.311,6.405
output_14.txt,9.855,11.955
output_14.txt,3.969,4.755
output_14.txt,9.048,10.96
output_14.txt,3.626,4.295
output_14.txt,2.952,3.565
output_14.txt,2.289,2.765
output_14.txt,3.52,4.285
output_14.txt,2.504,3.03
output_14.txt,4.132,4.985
output_14.txt,8.464,10.315
output_14.txt,1.9,2.23
output_14.txt,2.814,3.38
output_14.txt,9.643,11.76
output_14.txt,8.055,9.815
output_14.txt,4.422,5.44
output_14.txt,3.004,3.62
output_14.txt,10.532,12.845
output_15.txt,19.426,23.06
output_15.txt,9.3,11.16
output_15.txt,5.059,6.08
output_15.txt,8.507,10.275
output_15.txt,8.946,10.755
output_15.txt,2.696,3.21
output_15.txt,2.229,2.64
output_15.txt,1.183,1.42
output_15.txt,16.421,20.015
output_15.txt,8.766,10.6
output_15.txt,3.92,4.665
output_15.txt,1.408,1.695
output_15.txt,4.16,5.14
output_15.txt,3.297,3.99
output_15.txt,5.698,6.945
output_15.txt,5.018,6.04
output_15.txt,7.304,8.785
output_15.txt,5.986,7.19
output_15.txt,2.688,3.2
output_15.txt,6.04,7.33
output_15.txt,1.918,2.23
output_15.txt,4.289,5.23
output_15.txt,2.873,3.45
output_15.txt,3.381,4.075
output_15.txt,4.445,5.44
output_15.txt,13.097,15.905
output_15.txt,9.123,11.075
output_15.txt,16.932,20.82
output_15.txt,4.721,5.8
output_15.txt,3.234,3.915
output_16.txt,3.046,3.705
output_16.txt,1.532,1.87
output_16.txt,13.751,16.72
output_16.txt,3.742,4.505
output_16.txt,3.038,3.695
output_16.txt,9.003,10.945
output_16.txt,3.134,3.7
output_16.txt,6.492,7.805
output_16.txt,2.924,3.495
output_16.txt,17.041,20.375
output_16.txt,10.557,12.605
output_16.txt,9.818,11.895
output_16.txt,4.378,5.35
output_16.txt,3.861,4.67
output_16.txt,5.594,6.82
output_16.txt,3.028,3.7
output_16.txt,10.526,12.755
output_16.txt,3.194,3.78
output_16.txt,4.501,5.405
output_16.txt,4.933,5.98
output_16.txt,3.176,3.8
output_16.txt,2.737,3.26
output_16.txt,6.126,7.365
output_16.txt,4.016,4.805
output_16.txt,11.941,14.6
output_16.txt,15.305,18.73
output_16.txt,3.219,3.88
output_16.txt,18.674,22.49
output_16.txt,17.114,21.05
output_16.txt,5.064,6.18
output_17.txt,2.369,2.925
output_17.txt,3.658,4.4
output_17.txt,3.382,4.1
output_17.txt,4.488,5.385
output_17.txt,3.105,3.75
output_17.txt,2.638,3.16
output_17.txt,2.578,3.06
output_17.txt,13.827,16.735
output_17.txt,2.271,2.715
output_17.txt,2.286,2.755
output_17.txt,7.084,8.605
output_17.txt,11.794,14.13
output_17.txt,9.144,11.32
output_17.txt,2.684,3.26
output_17.txt,3.21,3.93
output_17.txt,16.89,20.185
output_17.txt,9.082,11.085
output_17.txt,3.435,4.175
output_17.txt,1.969,2.37
output_17.txt,5.335,6.555
output_17.txt,2.742,3.35
output_17.txt,4.42,5.32
output_17.txt,3.907,4.72
output_17.txt,6.153,7.48
output_17.txt,4.195,5.11
output_17.txt,4.324,5.23
output_17.txt,8.1,9.815
output_17.txt,2.687,3.195
output_17.txt,7.853,9.555
output_17.txt,3.282,3.98
output_18.txt,1.602,1.915
output_18.txt,13.409,16.29
output_18.txt,8.71,10.825
output_18.txt,4.07,4.83
output_18.txt,11.941,14.395
output_18.txt,2.268,2.7
output_18.txt,10.237,12.26
output_18.txt,4.214,5.0
output_18.txt,10.779,12.865
output_18.txt,2.043,2.455
output_18.txt,2.25,2.655
output_18.txt,1.95,2.37
output_18.txt,8.852,10.54
output_18.txt,11.813,14.13
output_18.txt,2.206,2.625
output_18.txt,5.064,6.1
output_18.txt,4.041,4.83
output_18.txt,9.692,11.65
output_18.txt,2.573,3.07
output_18.txt,7.091,8.54
output_18.txt,3.966,4.82
output_18.txt,5.62,6.785
output_18.txt,3.176,3.8
output_18.txt,2.727,3.295
output_18.txt,4.13,5.015
output_18.txt,6.132,7.48
output_18.txt,9.48,11.61
output_18.txt,5.195,6.265
output_18.txt,3.943,4.79
output_18.txt,6.948,8.515
output_19.txt,17.306,20.905
output_19.txt,5.487,6.625
output_19.txt,4.088,4.885
output_19.txt,12.036,14.45
output_19.txt,4.107,4.9
output_19.txt,1.872,2.24
output_19.txt,7.431,9.09
output_19.txt,21.369,25.94
output_19.txt,3.036,3.66
output_19.txt,3.643,4.41
output_19.txt,3.299,3.935
output_19.txt,6.225,7.51
output_19.txt,7.878,9.5
output_19.txt,4.312,5.24
output_19.txt,16.485,19.91
output_19.txt,4.369,5.35
output_19.txt,3.163,3.845
output_19.txt,3.052,3.7
output_19.txt,3.923,4.725
output_19.txt,5.915,7.085
output_19.txt,3.1,3.74
output_19.txt,1.66,2.02
output_19.txt,1.807,2.155
output_19.txt,5.165,6.26
output_19.txt,2.765,3.275
output_19.txt,16.887,20.355
output_19.txt,8.991,10.975
output_19.txt,14.371,17.38
output_19.txt,7.706,9.3
output_19.txt,3.144,3.755
output_2.txt,2.197,2.66
output_2.txt,3.752,4.505
output_2.txt,6.317,7.555
output_2.txt,1.689,2.0
output_2.txt,7.46,9.045
output_2.txt,2.184,2.64
output_2.txt,7.39,9.09
output_2.txt,5.89,7.085
output_2.txt,7.624,9.105
output_2.txt,4.051,4.89
output_2.txt,3.509,4.16
output_2.txt,10.999,13.215
output_2.txt,16.401,19.91
output_2.txt,6.475,7.835
output_2.txt,4.841,5.91
output_2.txt,5.094,6.275
output_2.txt,2.544,3.11
output_2.txt,2.156,2.64
output_2.txt,10.841,13.195
output_2.txt,13.059,15.76
output_2.txt,4.129,4.97
output_2.txt,11.226,13.645
output_2.txt,11.529,13.92
output_2.txt,2.446,2.95
output_2.txt,7.24,8.8
output_2.txt,11.812,14.175
output_2.txt,6.215,7.56
output_2.txt,5.973,7.17
output_2.txt,4.76,5.775
output_2.txt,6.143,7.54
output_20.txt,13.868,16.595
output_20.txt,3.074,3.705
output_20.txt,9.015,10.985
output_20.txt,1.526,1.87
output_20.txt,4.858,5.78
output_20.txt,2.571,3.095
output_20.txt,7.084,8.51
output_20.txt,5.649,6.795
output_20.txt,9.058,10.9
output_20.txt,7.987,9.605
output_20.txt,3.109,3.7
output_20.txt,2.553,3.03
output_20.txt,6.145,7.37
output_20.txt,17.02,20.65
output_20.txt,6.309,7.65
output_20.txt,2.578,3.12
output_20.txt,1.962,2.36
output_20.txt,3.917,4.73
output_20.txt,4.705,5.665
output_20.txt,6.334,7.765
output_20.txt,3.873,4.715
output_20.txt,4.341,5.225
output_20.txt,5.603,6.8
output_20.txt,2.227,2.665
output_20.txt,11.024,13.28
output_20.txt,12.341,14.945
output_20.txt,1.794,2.155
output_20.txt,4.935,5.895
output_20.txt,12.106,14.755
output_20.txt,6.15,7.54
output_21.txt,8.402,10.26
output_21.txt,1.616,1.915
output_21.txt,13.219,16.12
output_21.txt,10.601,12.66
output_21.txt,4.24,5.115
output_21.txt,5.18,6.285
output_21.txt,5.887,6.995
output_21.txt,2.446,2.9
output_21.txt,2.207,2.62
output_21.txt,5.068,6.125
output_21.txt,6.064,7.26
output_21.txt,4.529,5.53
output_21.txt,5.376,6.525
output_21.txt,12.565,15.42
output_21.txt,3.263,3.895
output_21.txt,3.653,4.355
output_21.txt,12.508,15.21
output_21.txt,1.954,2.335
output_21.txt,16.935,20.185
output_21.txt,14.391,17.43
output_21.txt,11.86,14.375
output_21.txt,5.61,6.795
output_21.txt,4.322,5.25
output_21.txt,3.443,4.155
output_21.txt,5.184,6.26
output_21.txt,5.089,6.23
output_21.txt,12.529,15.19
output_21.txt,5.444,6.56
output_21.txt,5.206,6.34
output_21.txt,16.592,20.005
output_22.txt,1.703,2.0
output_22.txt,2.197,2.655
output_22.txt,4.99,5.985
output_22.txt,2.143,2.555
output_22.txt,1.973,2.385
output_22.txt,9.34,11.48
output_22.txt,3.538,4.18
output_22.txt,5.734,6.905
output_22.txt,2.365,2.84
output_22.txt,7.34,8.825
output_22.txt,9.84,11.955
output_22.txt,6.447,7.835
output_22.txt,3.791,4.65
output_22.txt,2.694,3.26
output_22.txt,3.902,4.765
output_22.txt,13.016,15.76
output_22.txt,1.957,2.335
output_22.txt,4.882,5.88
output_22.txt,1.683,2.02
output_22.txt,7.377,8.94
output_22.txt,3.299,4.015
output_22.txt,3.029,3.635
output_22.txt,1.898,2.295
output_22.txt,3.645,4.465
output_22.txt,7.141,8.745
output_22.txt,10.867,13.42
output_22.txt,15.256,18.73
output_22.txt,10.546,12.845
output_22.txt,1.926,2.35
output_22.txt,4.811,5.775
output_23.txt,3.034,3.705
output_23.txt,19.295,23.505
output_23.txt,15.81,19.09
output_23.txt,13.409,16.27
output_23.txt,11.71,14.055
output_23.txt,5.748,7.0
output_23.txt,4.239,5.07
output_23.txt,2.881,3.42
output_23.txt,6.07,7.335
output_23.txt,6.41,7.83
output_23.txt,3.88,4.665
output_23.txt,3.757,4.55
output_23.txt,5.585,6.775
output_23.txt,10.331,12.51
output_23.txt,7.584,9.21
output_23.txt,7.156,8.705
output_23.txt,7.238,8.8
output_23.txt,5.805,6.99
output_23.txt,1.993,2.39
output_23.txt,1.807,2.155
output_23.txt,3.626,4.38
output_23.txt,5.97,7.17
output_23.txt,5.927,7.25
output_23.txt,3.165,3.87
output_23.txt,14.906,18.145
output_23.txt,13.792,16.695
output_23.txt,2.153,2.555
output_23.txt,1.81,2.155
output_23.txt,4.718,5.77
output_23.txt,4.776,5.89
output_24.txt,6.608,7.97
output_24.txt,20.717,25.395
output_24.txt,3.188,3.835
output_24.txt,5.661,6.795
output_24.txt,2.46,2.955
output_24.txt,2.878,3.395
output_24.txt,8.515,10.35
output_24.txt,1.44,1.74
output_24.txt,8.012,9.73
output_24.txt,3.485,4.16
output_24.txt,9.069,10.97
output_24.txt,1.641,1.995
output_24.txt,3.185,3.885
output_24.txt,8.233,10.02
output_24.txt,2.677,3.26
output_24.txt,3.758,4.55
output_24.txt,1.911,2.3
output_24.txt,6.796,8.2
output_24.txt,17.022,20.185
output_24.txt,1.579,1.905
output_24.txt,6.134,7.405
output_24.txt,11.458,13.96
output_24.txt,2.015,2.39
output_24.txt,9.321,11.33
output_24.txt,2.558,3.125
output_24.txt,5.624,6.775
output_24.txt,15.396,18.73
output_24.txt,4.919,5.895
output_24.txt,5.062,6.18
output_24.txt,6.358,7.795
output_25.txt,11.518,13.93
output_25.txt,5.582,6.75
output_25.txt,3.133,3.78
output_25.txt,7.08,8.51
output_25.txt,8.355,10.085
output_25.txt,3.284,3.97
output_25.txt,2.313,2.79
output_25.txt,1.191,1.42
output_25.txt,12.982,15.875
output_25.txt,1.495,1.81
output_25.txt,13.287,16.04
output_25.txt,4.039,4.88
output_25.txt,21.46,25.985
output_25.txt,6.873,8.26
output_25.txt,6.025,7.34
output_25.txt,3.755,4.53
output_25.txt,18.437,22.5
output_25.txt,5.255,6.35
output_25.txt,8.652,10.515
output_25.txt,4.961,6.075
output_25.txt,4.161,5.075
output_25.txt,4.524,5.45
output_25.txt,13.021,15.74
output_25.txt,4.79,5.905
output_25.txt,5.512,6.75
output_25.txt,7.588,9.225
output_25.txt,2.572,3.1
output_25.txt,1.812,2.18
output_25.txt,3.21,3.92
output_25.txt,6.348,7.795
output_26.txt,1.603,1.915
output_26.txt,6.635,7.875
output_26.txt,1.818,2.135
output_26.txt,1.591,1.905
output_26.txt,5.491,6.6
output_26.txt,7.429,8.905
output_26.txt,4.598,5.54
output_26.txt,12.36,14.715
output_26.txt,6.406,7.775
output_26.txt,17.869,21.48
output_26.txt,6.287,7.65
output_26.txt,2.064,2.475
output_26.txt,2.757,3.28
output_26.txt,3.949,4.755
output_26.txt,2.199,2.64
output_26.txt,12.385,15.05
output_26.txt,10.367,12.44
output_26.txt,6.156,7.4
output_26.txt,11.202,13.645
output_26.txt,6.63,7.83
output_26.txt,11.765,14.175
output_26.txt,7.011,8.5
output_26.txt,2.611,3.125
output_26.txt,16.783,20.355
output_26.txt,14.318,17.38
output_26.txt,11.493,14.06
output_26.txt,13.942,16.91
output_26.txt,2.421,2.935
output_26.txt,2.193,2.65
output_26.txt,11.869,14.58
output_27.txt,19.297,23.06
output_27.txt,15.504,18.63
output_27.txt,11.62,14.17
output_27.txt,2.634,3.155
output_27.txt,7.403,8.98
output_27.txt,4.041,4.865
output_27.txt,3.165,3.81
output_27.txt,1.94,2.27
output_27.txt,6.039,7.335
output_27.txt,2.248,2.715
output_27.txt,3.121,3.77
output_27.txt,2.637,3.115
output_27.txt,4.922,5.865
output_27.txt,1.76,2.09
output_27.txt,2.584,3.08
output_27.txt,1.764,2.135
output_27.txt,12.172,14.79
output_27.txt,3.756,4.59
output_27.txt,4.516,5.445
output_27.txt,5.488,6.73
output_27.txt,2.977,3.565
output_27.txt,18.41,22.285
output_27.txt,11.268,13.62
output_27.txt,6.093,7.365
output_27.txt,11.333,13.79
output_27.txt,4.537,5.485
output_27.txt,3.781,4.59
output_27.txt,3.75,4.58
output_27.txt,2.831,3.43
output_27.txt,1.48,1.81
output_28.txt,1.594,1.915
output_28.txt,8.783,10.765
output_28.txt,2.767,3.345
output_28.txt,3.028,3.695
output_28.txt,2.797,3.375
output_28.txt,2.632,3.16
output_28.txt,5.466,6.6
output_28.txt,3.295,3.945
output_28.txt,5.1,6.085
output_28.txt,16.715,20.03
output_28.txt,5.106,6.21
output_28.txt,8.022,9.645
output_28.txt,2.928,3.59
output_28.txt,4.58,5.615
output_28.txt,4.554,5.485
output_28.txt,7.102,8.595
output_28.txt,2.687,3.24
output_28.txt,4.111,5.01
output_28.txt,3.337,4.05
output_28.txt,8.13,9.875
output_28.txt,2.819,3.38
output_28.txt,15.132,18.415
output_28.txt,9.829,12.025
output_28.txt,6.488,7.805
output_28.txt,5.813,6.985
output_28.txt,11.326,13.9
output_28.txt,2.03,2.435
output_28.txt,12.079,14.755
output_28.txt,4.899,5.895
output_28.txt,6.133,7.54
output_29.txt,13.39,16.085
output_29.txt,19.258,23.505
output_29.txt,12.035,14.45
output_29.txt,17.014,20.56
output_29.txt,6.769,8.2
output_29.txt,10.576,12.66
output_29.txt,3.698,4.47
output_29.txt,2.481,2.965
output_29.txt,10.721,12.995
output_29.txt,2.086,2.435
output_29.txt,21.552,25.985
output_29.txt,5.708,6.905
output_29.txt,16.439,19.91
output_29.txt,5.824,6.965
output_29.txt,2.683,3.26
output_29.txt,4.507,5.455
output_29.txt,2.64,3.19
output_29.txt,3.815,4.6
output_29.txt,7.598,9.24
output_29.txt,6.791,8.27
output_29.txt,4.327,5.25
output_29.txt,20.202,24.47
output_29.txt,10.731,13.02
output_29.txt,2.0,2.425
output_29.txt,2.478,2.985
output_29.txt,2.802,3.315
output_29.txt,16.75,20.355
output_29.txt,16.746,20.33
output_29.txt,2.939,3.525
output_29.txt,1.862,2.26
output_3.txt,11.132,13.34
output_3.txt,4.718,5.655
output_3.txt,1.874,2.24
output_3.txt,2.097,2.515
output_3.txt,20.666,24.45
output_3.txt,5.219,6.36
output_3.txt,8.293,10.085
output_3.txt,4.033,4.865
output_3.txt,2.591,3.105
output_3.txt,4.389,5.29
output_3.txt,3.501,4.16
output_3.txt,5.83,7.015
output_3.txt,1.417,1.695
output_3.txt,8.036,9.72
output_3.txt,4.612,5.555
output_3.txt,2.131,2.61
output_3.txt,2.457,3.0
output_3.txt,8.728,10.66
output_3.txt,2.563,3.11
output_3.txt,2.54,3.04
output_3.txt,5.736,6.905
output_3.txt,6.844,8.23
output_3.txt,4.013,4.885
output_3.txt,2.063,2.48
output_3.txt,4.32,5.25
output_3.txt,8.374,10.07
output_3.txt,8.437,10.23
output_3.txt,3.155,3.87
output_3.txt,7.67,9.3
output_3.txt,5.302,6.37
output_30.txt,10.397,12.61
output_30.txt,15.738,19.09
output_30.txt,6.772,8.2
output_30.txt,2.215,2.63
output_30.txt,2.838,3.435
output_30.txt,5.671,6.915
output_30.txt,9.602,11.69
output_30.txt,9.897,12.02
output_30.txt,5.775,7.12
output_30.txt,16.453,19.99
output_30.txt,8.099,9.72
output_30.txt,2.172,2.64
output_30.txt,7.507,9.155
output_30.txt,3.445,4.17
output_30.txt,12.87,15.415
output_30.txt,9.651,11.535
output_30.txt,3.911,4.755
output_30.txt,7.735,9.345
output_30.txt,3.634,4.35
output_30.txt,12.422,15.31
output_30.txt,3.855,4.7
output_30.txt,3.787,4.62
output_30.txt,7.372,8.995
output_30.txt,2.253,2.675
output_30.txt,8.05,9.815
output_30.txt,7.125,8.745
output_30.txt,15.361,18.73
output_30.txt,2.567,3.145
output_30.txt,12.1,14.755
output_30.txt,4.792,5.89
output_4.txt,1.743,2.11
output_4.txt,10.464,12.72
output_4.txt,2.662,3.2
output_4.txt,3.379,4.1
output_4.txt,2.055,2.485
output_4.txt,1.977,2.375
output_4.txt,6.081,7.36
output_4.txt,12.713,15.52
output_4.txt,4.634,5.63
output_4.txt,6.082,7.38
output_4.txt,2.241,2.71
output_4.txt,1.967,2.37
output_4.txt,11.284,13.555
output_4.txt,8.062,9.72
output_4.txt,3.851,4.69
output_4.txt,2.313,2.79
output_4.txt,1.969,2.315
output_4.txt,5.786,6.965
output_4.txt,3.47,4.21
output_4.txt,3.787,4.625
output_4.txt,2.296,2.745
output_4.txt,11.381,13.96
output_4.txt,5.965,7.18
output_4.txt,5.572,6.8
output_4.txt,3.786,4.62
output_4.txt,8.337,10.115
output_4.txt,3.984,4.805
output_4.txt,3.279,3.945
output_4.txt,3.766,4.53
output_4.txt,6.477,7.915
output_5.txt,4.074,4.885
output_5.txt,12.444,15.11
output_5.txt,8.408,10.155
output_5.txt,9.53,11.28
output_5.txt,3.24,3.97
output_5.txt,4.055,4.885
output_5.txt,2.31,2.78
output_5.txt,6.394,7.715
output_5.txt,1.643,1.955
output_5.txt,5.715,6.915
output_5.txt,2.43,2.9
output_5.txt,3.162,3.81
output_5.txt,4.083,4.94
output_5.txt,3.903,4.64
output_5.txt,23.501,28.575
output_5.txt,5.685,6.945
output_5.txt,3.774,4.55
output_5.txt,7.178,8.69
output_5.txt,2.486,2.995
output_5.txt,14.537,17.52
output_5.txt,4.2,5.135
output_5.txt,3.527,4.285
output_5.txt,2.085,2.53
output_5.txt,3.654,4.43
output_5.txt,5.559,6.81
output_5.txt,7.714,9.3
output_5.txt,6.188,7.56
output_5.txt,4.927,5.98
output_5.txt,6.475,7.915
output_5.txt,8.164,10.005
output_6.txt,8.809,10.765
output_6.txt,6.312,7.575
output_6.txt,2.843,3.435
output_6.txt,11.928,14.675
output_6.txt,2.902,3.52
output_6.txt,7.338,8.92
output_6.txt,5.146,6.2
output_6.txt,4.081,4.895
output_6.txt,2.395,2.88
output_6.txt,3.845,4.73
output_6.txt,4.684,5.705
output_6.txt,6.086,7.26
output_6.txt,13.779,16.735
output_6.txt,3.12,3.77
output_6.txt,3.73,4.47
output_6.txt,9.02,10.96
output_6.txt,2.882,3.47
output_6.txt,3.139,3.78
output_6.txt,1.074,1.285
output_6.txt,4.852,5.92
output_6.txt,6.12,7.355
output_6.txt,1.562,1.905
output_6.txt,4.555,5.485
output_6.txt,5.806,7.06
output_6.txt,5.607,6.815
output_6.txt,18.389,22.36
output_6.txt,6.16,7.56
output_6.txt,7.883,9.555
output_6.txt,6.195,7.56
output_6.txt,4.845,5.895
output_7.txt,24.867,30.04
output_7.txt,2.193,2.64
output_7.txt,14.548,17.605
output_7.txt,3.077,3.745
output_7.txt,1.504,1.825
output_7.txt,7.573,9.185
output_7.txt,3.858,4.73
output_7.txt,7.031,8.505
output_7.txt,17.948,21.48
output_7.txt,2.457,3.0
output_7.txt,23.51,28.575
output_7.txt,4.115,4.985
output_7.txt,2.747,3.295
output_7.txt,4.146,5.14
output_7.txt,26.166,31.615
output_7.txt,3.888,4.765
output_7.txt,3.054,3.73
output_7.txt,9.122,10.98
output_7.txt,11.548,13.92
output_7.txt,3.161,3.78
output_7.txt,2.119,2.555
output_7.txt,7.266,8.8
output_7.txt,2.738,3.35
output_7.txt,2.082,2.48
output_7.txt,2.304,2.775
output_7.txt,2.796,3.315
output_7.txt,11.972,14.6
output_7.txt,12.475,15.19
output_7.txt,3.213,3.88
output_7.txt,3.223,3.915
output_8.txt,11.42,13.87
output_8.txt,3.145,3.78
output_8.txt,8.387,10.155
output_8.txt,13.326,15.995
output_8.txt,5.7,6.985
output_8.txt,5.214,6.36
output_8.txt,4.429,5.38
output_8.txt,5.212,6.28
output_8.txt,3.12,3.75
output_8.txt,2.864,3.42
output_8.txt,4.373,5.29
output_8.txt,10.171,12.255
output_8.txt,7.326,8.825
output_8.txt,7.542,8.975
output_8.txt,11.772,14.31
output_8.txt,12.036,14.67
output_8.txt,12.35,15.05
output_8.txt,2.234,2.705
output_8.txt,3.923,4.755
output_8.txt,5.298,6.45
output_8.txt,5.746,7.01
output_8.txt,4.781,5.825
output_8.txt,12.818,15.415
output_8.txt,11.37,13.8
output_8.txt,10.367,12.51
output_8.txt,3.622,4.35
output_8.txt,10.021,12.13
output_8.txt,1.899,2.295
output_8.txt,3.169,3.875
output_8.txt,3.748,4.58
output_9.txt,5.487,6.625
output_9.txt,2.472,2.96
output_9.txt,15.607,18.63
output_9.txt,11.94,14.395
output_9.txt,4.454,5.385
output_9.txt,1.848,2.18
output_9.txt,2.923,3.545
output_9.txt,1.484,1.805
output_9.txt,6.82,8.315
output_9.txt,7.463,9.075
output_9.txt,6.372,7.815
output_9.txt,5.69,6.845
output_9.txt,4.103,4.915
output_9.txt,13.587,16.46
output_9.txt,10.478,12.605
output_9.txt,4.972,6.025
output_9.txt,16.457,19.86
output_9.txt,23.675,28.42
output_9.txt,6.932,8.44
output_9.txt,4.12,5.05
output_9.txt,4.554,5.47
output_9.txt,2.411,2.885
output_9.txt,2.804,3.38
output_9.txt,5.653,6.815
output_9.txt,11.51,14.06
output_9.txt,6.228,7.51
output_9.txt,3.288,3.915
output_9.txt,2.434,2.935
output_9.txt,5.812,6.985
output_9.txt,1.799,2.155
